C.D.S.  -  SIMBAD4 rel 1.8  -  2024.10.10CEST17:08:04

m13
---

Number of objects : 1909

 #  ;dist(asec);typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag I  ;  spec. type   ;#bib;#not
----;----------;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;---------;---------------;----;----
539 ;     82.03;m13        ;NGC 6205 503                       ;*  ;16 41 40.15 +36 29 00.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
540 ;     82.12;m13        ;NGC 6205 850                       ;*  ;16 41 47.43 +36 26 57.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
541 ;     82.17;m13        ;NGC 6205 407                       ;*  ;16 41 38.50 +36 26 27.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
542 ;     82.26;m13        ;NGC 6205 885                       ;*  ;16 41 48.33 +36 27 25.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
543 ;     83.23;m13        ;NGC 6205 472                       ;*  ;16 41 39.66 +36 29 00.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
544 ;     83.43;m13        ;NGC 6205 725                       ;*  ;16 41 44.62 +36 26 25.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
545 ;     83.63;m13        ;NGC 6205 715                       ;*  ;16 41 44.25 +36 28 58.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
546 ;     83.64;m13        ;NGC 6205 286                       ;*  ;16 41 35.46 +36 27 02.7                ;     ~   ;15.24    ;15.12    ;     ~   ;     ~   ;~              ;   3;   0
547 ;     84.04;m13        ;NGC 6205 288                       ;*  ;16 41 35.41 +36 28 18.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
548 ;     84.25;m13        ;NGC 6205 603                       ;*  ;16 41 42.220 +36 26 16.80              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
549 ;     84.45;m13        ;NGC 6205 406                       ;*  ;16 41 38.49 +36 26 25.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
550 ;     84.57;m13        ;NGC 6205 853                       ;RG*;16 41 47.4290997048 +36 28 28.339241700;     ~   ;13.68    ;12.20    ;     ~   ;     ~   ;~              ;  37;   0
551 ;     84.57;m13        ;NGC 6205 889                       ;*  ;16 41 48.34 +36 28 05.4                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
552 ;     84.79;m13        ;XMMU J164138.3+362627              ;X  ;16 41 38.209 +36 26 26.71              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
553 ;     84.92;m13        ;NGC 6205 1136                      ;*  ;16 41 47.96 +36 28 18.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
554 ;     84.93;m13        ;NGC 6205 262                       ;RG*;16 41 34.8156068016 +36 27 19.620308880;     ~   ;13.64    ;12.25    ;     ~   ;     ~   ;~              ;  31;   0
555 ;     84.98;m13        ;NGC 6205 424                       ;UV ;16 41 38.680 +36 28 57.90              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
556 ;     85.03;m13        ;NGC 6205 261                       ;RG*;16 41 34.7595031656 +36 27 59.516329536;     ~   ;13.50    ;12.17    ;     ~   ;10.79    ;~              ;  43;   0
557 ;     85.17;m13        ;[DAL2019] M13 C4                   ;V*?;16 41 34.800 +36 27 19.38              ;     ~   ;     ~   ;12.25    ;     ~   ;10.87    ;~              ;   1;   0
558 ;     85.19;m13        ;NGC 6205 902                       ;*  ;16 41 48.67 +36 27 48.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
559 ;     85.20;m13        ;NGC 6205 714                       ;*  ;16 41 44.37 +36 26 22.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
560 ;     85.24;m13        ;NGC 6205 315                       ;*  ;16 41 36.11 +36 28 33.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
561 ;     85.44;m13        ;NGC 6205 826                       ;*  ;16 41 46.64 +36 28 41.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
562 ;     85.57;m13        ;NGC 6205 868                       ;*  ;16 41 47.97 +36 27 02.3                ;     ~   ;15.02    ;14.03    ;     ~   ;     ~   ;~              ;   2;   0
563 ;     85.90;m13        ;[DAL2019] M13 C11                  ;V*?;16 41 44.380 +36 26 21.50              ;     ~   ;     ~   ;15.18    ;     ~   ;15.19    ;~              ;   1;   0
564 ;     86.11;m13        ;NGC 6205 1122                      ;*  ;16 41 35.70 +36 26 52.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
565 ;     86.15;m13        ;NGC 6205 580                       ;*  ;16 41 41.58 +36 29 06.9                ;     ~   ;15.37    ;14.54    ;     ~   ;     ~   ;~              ;   2;   0
566 ;     86.28;m13        ;Cl* NGC 6205 BARN 39               ;*  ;16 41 34.55 +36 27 52.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
567 ;     86.40;m13        ;NGC 6205 900                       ;*  ;16 41 48.66 +36 27 24.0                ;     ~   ;14.06    ;13.34    ;     ~   ;     ~   ;~              ;   5;   0
568 ;     86.70;m13        ;[KGS2008] J164137.6+362629         ;RG*;16 41 37.6 +36 26 29                   ;     ~   ;17.51    ;16.93    ;     ~   ;16.09    ;~              ;   1;   0
569 ;     86.75;m13        ;NGC 6205 314                       ;*  ;16 41 36.09 +36 28 36.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
570 ;     86.83;m13        ;NGC 6205 767                       ;*  ;16 41 45.55 +36 26 27.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
571 ;     86.83;m13        ;NGC 6205 254                       ;*  ;16 41 34.50 +36 27 52.3                ;     ~   ;     ~   ;14.57    ;     ~   ;     ~   ;~              ;   4;   0
572 ;     87.01;m13        ;Cl* NGC 6205 PK 2                  ;SX*;16 41 38.77 +36 26 20.9                ;     ~   ;     ~   ;17.12    ;     ~   ;16.68    ;~              ;   6;   0
573 ;     87.09;m13        ;NGC 6205 279                       ;*  ;16 41 35.07 +36 28 17.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
574 ;     87.14;m13        ;NGC 6205 489                       ;*  ;16 41 40.06 +36 26 15.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
575 ;     87.32;m13        ;NGC 6205 253                       ;UV ;16 41 34.501 +36 27 25.94              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
576 ;     87.36;m13        ;2MASS J16413705+3628484            ;RG*;16 41 37.0446659760 +36 28 48.333915660;     ~   ;14.09    ;12.88    ;     ~   ;     ~   ;~              ;   6;   0
577 ;     87.46;m13        ;NGC 6205 464                       ;*  ;16 41 39.66 +36 26 16.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
578 ;     87.47;m13        ;NGC 6205 372                       ;*  ;16 41 37.6896819504 +36 28 54.147554868;     ~   ;14.85    ;13.97    ;     ~   ;     ~   ;~              ;   2;   0
579 ;     87.59;m13        ;Cl* NGC 6205 BARN 37               ;*  ;16 41 34.47 +36 27 55.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
580 ;     87.99;m13        ;NGC 6205 453                       ;*  ;16 41 39.32 +36 29 04.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
581 ;     88.36;m13        ;NGC 6205 912                       ;*  ;16 41 48.9508780272 +36 27 36.836724096;     ~   ;15.19    ;15.07    ;     ~   ;     ~   ;~              ;   2;   0
582 ;     88.50;m13        ;NGC 6205 296                       ;*  ;16 41 35.6927065296 +36 26 48.844562064;     ~   ;13.81    ;12.56    ;     ~   ;     ~   ;G2/5Ib         ;  11;   0
583 ;     88.52;m13        ;NGC 6205 875                       ;*  ;16 41 48.10 +36 28 22.6                ;     ~   ;15.13    ;14.91    ;     ~   ;     ~   ;~              ;   3;   0
584 ;     88.72;m13        ;NGC 6205 913                       ;*  ;16 41 48.97 +36 27 47.0                ;     ~   ;15.53    ;14.74    ;     ~   ;     ~   ;~              ;   2;   0
585 ;     88.76;m13        ;[DAL2019] M13 C5                   ;V*?;16 41 35.680 +36 26 48.61              ;     ~   ;     ~   ;12.55    ;     ~   ;11.31    ;~              ;   1;   0
586 ;     88.88;m13        ;NGC 6205 324                       ;RG*;16 41 36.6351298080 +36 26 35.468102904;     ~   ;13.65    ;12.00    ;     ~   ;     ~   ;~              ;  45;   0
587 ;     89.09;m13        ;NGC 6205 884                       ;*  ;16 41 48.26 +36 28 20.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
588 ;     89.16;m13        ;NGC 6205 894                       ;*  ;16 41 48.54 +36 27 09.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
589 ;     89.27;m13        ;NGC 6205 798                       ;*  ;16 41 46.1336751888 +36 26 29.892018588;     ~   ;14.78    ;13.99    ;     ~   ;     ~   ;~              ;   2;   0
590 ;     89.33;m13        ;NGC 6205 600                       ;*  ;16 41 42.11 +36 26 11.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
591 ;     89.44;m13        ;NGC 6205 312                       ;*  ;16 41 36.05 +36 28 39.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
592 ;     89.53;m13        ;NGC 6205 735                       ;*  ;16 41 44.89 +36 26 20.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
593 ;     89.58;m13        ;NGC 6205 333                       ;*  ;16 41 36.69 +36 28 47.6                ;     ~   ;14.92    ;14.69    ;     ~   ;     ~   ;~              ;   2;   0
594 ;     89.64;m13        ;NGC 6205 601                       ;*  ;16 41 41.96 +36 29 10.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
595 ;     89.68;m13        ;NGC 6205 257                       ;*  ;16 41 34.63 +36 27 10.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
596 ;     89.85;m13        ;NGC 6205 370                       ;*  ;16 41 37.7668671528 +36 26 23.962368444;     ~   ;14.35    ;13.47    ;     ~   ;     ~   ;~              ;  10;   0
597 ;     90.08;m13        ;NGC 6205 344                       ;RR*;16 41 37.1258223552 +36 26 28.952161224;     ~   ;15.15    ;14.93    ;     ~   ;     ~   ;~              ;  17;   0
598 ;     90.33;m13        ;Cl* NGC 6205 BARN 179              ;*  ;16 41 34.75 +36 28 16.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
599 ;     90.66;m13        ;NGC 6205 908                       ;*  ;16 41 48.82 +36 28 07.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
600 ;     91.06;m13        ;NGC 6205 705                       ;*  ;16 41 44.03 +36 29 07.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
601 ;     91.08;m13        ;NGC 6205 827                       ;*  ;16 41 46.77 +36 26 34.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
602 ;     91.11;m13        ;NGC 6205 657                       ;*  ;16 41 43.23 +36 26 11.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
603 ;     91.15;m13        ;NGC 6205 334                       ;*  ;16 41 36.83 +36 26 30.4                ;     ~   ;15.18    ;14.32    ;     ~   ;     ~   ;~              ;   4;   0
604 ;     91.15;m13        ;NGC 6205 577                       ;*  ;16 41 41.69 +36 26 09.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
605 ;     91.23;m13        ;NGC 6205 411                       ;*  ;16 41 38.38 +36 29 03.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
606 ;     91.47;m13        ;Gaia DR3 1328057871374186624       ;RR*;16 41 34.1059608413 +36 27 29.861765620;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
607 ;     91.49;m13        ;[WOR95] M13 43                     ;UV ;16 41 47.798 +36 26 47.46              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
608 ;     91.76;m13        ;NGC 6205 643                       ;RG*;16 41 42.9009166560 +36 26 10.271833872;     ~   ;14.9     ;13.96    ;     ~   ;     ~   ;~              ;  11;   0
609 ;     91.80;m13        ;NGC 6205 548                       ;*  ;16 41 40.97 +36 29 12.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
610 ;     92.65;m13        ;NGC 6205 776                       ;*  ;16 41 45.53 +36 29 00.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
611 ;     92.87;m13        ;NGC 6205 235                       ;*  ;16 41 33.99 +36 27 51.8                ;     ~   ;15.64    ;14.82    ;     ~   ;     ~   ;~              ;   2;   0
612 ;     92.97;m13        ;NGC 6205 484                       ;*  ;16 41 39.96 +36 26 10.0                ;     ~   ;15.05    ;14.15    ;     ~   ;     ~   ;~              ;   6;   0
613 ;     93.12;m13        ;NGC 6205 807                       ;*  ;16 41 46.2697739040 +36 28 55.206903684;     ~   ;14.72    ;14.41    ;     ~   ;     ~   ;~              ;   9;   0
614 ;     93.12;m13        ;NGC 6205 249                       ;*  ;16 41 34.46 +36 27 06.4                ;     ~   ;14.19    ;13.20    ;     ~   ;     ~   ;~              ;   5;   0
615 ;     93.14;m13        ;NGC 6205 926                       ;*  ;16 41 49.33 +36 27 48.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
616 ;     93.31;m13        ;NGC 6205 504                       ;*  ;16 41 40.14 +36 29 12.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
617 ;     93.31;m13        ;NGC 6205 708                       ;*  ;16 41 44.24 +36 26 12.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
618 ;     93.45;m13        ;NGC 6205 901                       ;*  ;16 41 48.69 +36 27 02.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
619 ;     93.46;m13        ;NGC 6205 545                       ;*  ;16 41 41.0751892296 +36 26 07.537772724;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
620 ;     93.57;m13        ;NGC 6205 425                       ;*  ;16 41 38.92 +36 26 13.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
621 ;     93.60;m13        ;NGC 6205 927                       ;*  ;16 41 49.36 +36 27 32.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
622 ;     93.64;m13        ;NGC 6205 322                       ;*  ;16 41 36.40 +36 28 49.9                ;     ~   ;15.78    ;15.69    ;     ~   ;     ~   ;~              ;   6;   0
623 ;     94.03;m13        ;NGC 6205 248                       ;*  ;16 41 34.30 +36 28 12.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
624 ;     94.09;m13        ;NGC 6205 837                       ;*  ;16 41 47.08 +36 26 33.4                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
625 ;     94.36;m13        ;NGC 6205 608                       ;*  ;16 41 42.27 +36 26 06.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
626 ;     94.56;m13        ;NGC 6205 305                       ;*  ;16 41 35.97 +36 26 35.4                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
627 ;     94.66;m13        ;NGC 6205 319                       ;UV ;16 41 36.293 +36 28 50.10              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
628 ;     94.71;m13        ;NGC 6205 421                       ;*  ;16 41 38.64 +36 29 08.3                ;     ~   ;15.73    ;15.02    ;     ~   ;     ~   ;~              ;   2;   0
629 ;     94.75;m13        ;NGC 6205 660                       ;*  ;16 41 43.16 +36 29 13.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
630 ;     94.83;m13        ;NGC 6205 839                       ;*  ;16 41 47.054 +36 28 49.44              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
631 ;     95.10;m13        ;NGC 6205 492                       ;*  ;16 41 39.93 +36 29 13.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
